id,instrument,code,name,violin_1,violin_2,alto,cello,bass,flute,oboe,clarinet,bassoon,horn,trumpet,trombone,tuba,percusssion,harp,piano,column,row
886,Hautbois,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,4,4,4,4,4,3,3,3,3,3,3,0,0,3,0,0,M,3
887,Hautbois,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,4,4,4,4,4,2,2,2,2,2,3,0,0,2,0,0,M,3
888,Hautbois,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,4,4,4,4,3,1,1,3,3,3,3,0,0,3,0,0,M,3
893,Hautbois,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
894,Hautbois,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,4,3,3,3,3,2,2,3,3,2,3,3,2,3,0,0,B,1
895,Hautbois,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,0,0,G,2
896,Hautbois,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,3,3,3,3,3,1,1,2,2,3,4,3,3,3,0,0,G,2
900,Hautbois,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,0,B,1
901,Hautbois,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,0,B,1
905,Flûte,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,2,1,3,3,0,3,3,3,0,0,3,0,0,B,1
906,Flûte,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
907,Flûte,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,4,4,0,0,3,0,0,M,3
908,Flûte,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,M,3
909,Flûte,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,1,2,1,3,3,0,3,3,3,0,0,4,0,0,G,2
910,Flûte,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,4,4,4,4,3,3,0,3,3,3,0,0,4,0,0,B,1
911,Flûte,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,4,4,0,4,3,3,0,0,3,0,0,B,1
912,Flûte,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,2,3,3,3,3,3,2,2,3,3,0,0,5,0,0,M,3
913,Flûte,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
914,Flûte,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,2,2,2,2,2,3,3,3,0,0,3,0,0,M,3
915,Flûte,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,2,2,2,2,4,5,0,0,3,0,0,M,3
929,Flûte,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,0,B,1
930,Flûte,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,B,1
931,Flûte,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,B,1
932,Flûte,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,B,1
934,Flûte,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,G,2
935,Flûte,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,G,2
936,Flûte,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,3,3,3,2,0,3,3,3,0,0,3,0,0,G,2
937,Flûte,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,4,4,3,3,0,3,3,3,0,0,3,0,0,G,2
938,Flûte,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,2,2,3,3,0,3,3,4,0,0,3,0,0,M,3
939,Flûte,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
940,Flûte,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,4,4,4,4,4,3,3,3,2,3,3,0,0,3,0,0,G,2
941,Flûte,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,4,3,3,3,3,2,2,3,3,4,4,0,0,3,0,0,G,2
942,Flûte,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,4,3,3,3,3,3,2,2,2,3,4,0,0,3,0,0,G,2
943,Flûte,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,2,2,2,2,3,3,0,0,3,0,0,G,2
944,Flûte,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,4,3,3,3,3,2,2,2,2,3,3,0,0,3,0,0,G,2
945,Flûte,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
946,Flûte,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,2,2,2,2,2,2,3,3,0,0,3,0,0,G,2
947,Flûte,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,2,2,3,3,3,2,3,3,0,0,3,0,0,G,2
972,Flûte,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,4,3,2,2,3,1,1,1,1,3,3,0,0,4,0,0,B,1
973,Flûte,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,5,3,2,4,4,2,2,2,2,4,3,0,0,3,0,0,B,1
974,Flûte,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,4,0,0,3,0,0,B,1
975,Flûte,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,4,0,0,3,0,0,G,2
976,Flûte,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
977,Flûte,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,0,0,G,2
978,Flûte,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
979,Flûte,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,3,3,3,4,4,2,2,2,2,3,4,4,4,4,0,0,G,2
980,Flûte,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,3,2,3,3,3,3,3,3,2,3,3,3,3,3,0,0,G,2
981,Flûte,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,3,2,3,3,2,3,3,3,3,3,5,5,4,4,0,0,G,2
982,Flûte,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,3,3,3,3,2,3,3,3,3,3,5,5,5,4,0,0,G,2
983,Flûte,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,4,3,3,3,2,2,2,2,1,4,5,5,5,4,0,0,G,2
992,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
993,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
994,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,E,2
995,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
996,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,2,2,2,2,2,3,3,0,3,3,3,0,0,3,0,0,E,2
997,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
998,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,M,3
999,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
1024,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,5,3,3,2,2,3,3,0,3,3,3,0,0,3,0,0,B,1
1025,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,5,3,2,3,3,3,3,0,3,2,2,0,0,3,0,0,B,1
1026,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,5,3,2,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
1027,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,3,4,3,3,0,3,3,3,0,0,3,0,0,B,1
1028,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,3,4,3,3,0,3,3,3,0,0,3,0,0,A,1
1029,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
1030,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,A,1
1031,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,E,2
1032,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,2,2,3,3,3,3,5,5,0,0,5,0,0,E,2
1033,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,2,2,3,3,3,3,3,3,0,0,3,0,0,E,2
1034,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,2,2,3,3,3,3,4,3,0,0,3,0,0,E,2
1080,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,G,2
1081,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,4,2,2,2,2,4,4,4,4,3,3,2,G,2
1083,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,5,5,4,3,2,3,3,0,3,3,4,0,0,5,0,0,G,2
1084,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,5,5,4,3,2,3,3,0,2,3,2,0,0,5,0,0,G,2
1085,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,G,2
1086,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,2,3,3,0,3,3,4,0,0,4,0,0,G,2
1087,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,5,5,3,2,2,3,3,3,3,3,3,0,0,4,0,0,G,2
1088,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,5,5,2,2,2,2,2,2,2,3,3,0,0,3,0,0,G,2
1089,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,5,5,2,2,2,2,2,2,2,3,4,0,0,4,0,0,G,2
1090,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,4,3,3,3,3,3,3,3,3,3,3,0,0,4,0,0,G,2
1095,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
1096,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,I,2
1097,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,2,2,3,3,3,3,3,3,0,0,3,0,0,D,2
1098,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,2,1,3,3,3,2,3,3,0,0,2,0,0,M,3
1099,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,N,3
1100,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,2,2,3,3,3,3,3,3,0,0,3,0,0,C,1
1101,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,0,H,2
1102,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,O,3
1103,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,2,1,3,3,3,3,3,3,0,0,2,0,0,M,3
1135,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
1136,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
1137,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,0,0,B,1
1138,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,0,0,G,2
1139,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,0,B,1
1140,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,0,G,2
1141,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,0,G,2
1151,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,4,3,3,4,4,2,3,0,0,3,4,0,0,3,0,0,H,2
1152,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,4,3,2,2,2,3,3,2,2,3,4,0,0,4,0,0,G,2
1153,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,2,3,3,4,0,0,3,0,0,G,2
1154,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,2,3,3,2,2,3,3,0,0,4,0,0,G,2
1175,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,2,3,3,0,3,3,3,0,0,5,0,0,E,2
1176,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,2,3,3,0,3,3,3,0,0,5,0,0,M,3
1177,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,2,3,3,0,0,4,0,0,M,3
1178,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,2,3,3,0,0,4,0,0,M,3
1179,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,2,3,3,3,0,3,3,3,0,0,4,0,0,E,2
1180,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,2,2,3,3,0,3,3,3,0,0,4,0,0,M,3
1181,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,2,3,3,0,3,3,3,0,0,4,0,0,M,3
1182,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,2,3,3,0,3,3,3,0,0,4,0,0,I,2
1183,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,4,3,2,2,4,3,3,2,2,3,3,0,0,4,0,0,G,2
1184,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,2,2,3,3,2,3,3,4,0,0,4,0,0,G,2
1185,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,2,3,3,3,3,3,3,0,0,3,0,0,G,2
1186,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,2,3,3,3,3,4,3,0,0,4,0,0,G,2
1207,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,2,2,2,0,2,3,3,0,0,3,0,0,A,1
1208,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,F,2
1209,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,2,2,3,3,0,3,3,3,0,0,3,0,0,O,3
1210,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,2,2,3,3,0,3,3,3,0,0,3,0,0,D,2
1211,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,F,2
1212,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,F,2
1213,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,K,3
1214,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,4,3,3,2,2,2,2,2,2,4,4,0,0,4,0,0,B,1
1215,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1216,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1217,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1218,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,0,M,3
1219,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
1220,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
1221,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
1222,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,M,3
1230,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,L,3
1231,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,H,2
1344,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,2,2,3,3,0,3,3,3,0,0,4,0,0,B,1
1345,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,2,2,2,3,3,0,3,3,3,0,0,3,0,0,M,3
1346,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,2,3,3,0,3,3,3,0,0,3,0,0,L,3
1347,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,3,2,2,2,3,3,0,3,3,3,0,0,3,0,0,B,1
1359,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
1360,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,3,3,3,3,3,3,3,3,3,3,5,5,3,3,0,0,M,3
1361,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,0,0,M,3
1362,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,3,3,3,3,3,3,3,3,3,3,5,5,3,3,0,0,M,3
1366,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,0,G,2
1367,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,3,3,2,1,1,3,3,3,3,3,5,5,4,3,3,0,G,2
1368,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,M,3
1369,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,5,5,4,3,3,3,M,3
1374,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,2,3,2,4,3,3,3,4,4,0,0,5,0,0,G,2
1375,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,2,3,3,3,3,3,3,3,3,0,0,3,0,0,L,3
1376,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1377,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,I,2
1378,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,2,3,3,2,2,4,3,0,0,4,0,0,I,2
1379,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
1380,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,2,3,3,2,2,4,4,0,0,3,0,0,B,1
