id,instrument,code,name,violin_1,violin_2,alto,cello,bass,flute,oboe,clarinet,bassoon,horn,trumpet,trombone,tuba,percusssion,harp,piano,column,row
1381,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,1,3,3,2,2,4,4,0,0,3,0,0,A,1
1382,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,4,1,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1383,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,4,2,3,3,3,3,3,3,3,3,3,0,0,3,0,0,J,2
1384,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1385,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,2,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1386,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,4,2,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1387,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,E,2
1388,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,2,1,3,3,0,0,3,0,0,B,1
1389,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,1,1,2,2,3,3,3,3,3,2,3,3,3,0,0,B,1
1390,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
1391,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
1392,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,B,1
1397,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,0,G,2
1398,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
1399,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
1412,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,1,3,1,1,2,2,1,2,3,3,0,0,3,0,0,B,1
1461,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,5,3,2,3,3,2,2,0,2,2,4,0,0,4,0,0,G,2
1462,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,3,2,3,0,0,4,0,0,G,2
1463,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,M,3
1464,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
1465,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,4,1,2,2,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1466,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,4,2,3,3,3,3,3,3,3,3,4,0,0,5,0,0,M,3
1467,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1468,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1469,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,3,3,3,3,3,3,4,4,0,0,3,0,0,G,2
1470,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,4,2,2,3,3,3,3,3,3,4,4,0,0,4,0,0,M,3
1471,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,2,2,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1472,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1473,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,4,2,2,3,2,4,3,3,3,3,4,4,4,4,0,0,M,3
1474,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,0,0,M,3
1570,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,1,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
1571,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
1572,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,4,5,4,4,4,4,0,4,4,4,0,0,4,0,0,G,2
1573,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,5,4,1,3,3,0,3,3,3,0,0,3,0,0,G,2
1574,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,4,5,4,4,3,3,0,3,3,3,0,0,3,0,0,G,2
1575,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,1,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1576,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,5,2,2,3,3,3,3,3,3,0,0,3,0,0,G,2
1577,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,5,2,2,3,3,3,3,2,2,0,0,1,0,0,G,2
1578,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,4,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1629,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,N,3
1630,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,2,2,3,3,2,2,2,2,2,0,0,3,0,0,N,3
1631,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,2,3,3,2,2,2,2,2,3,2,3,0,0,2,0,0,N,3
1632,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,2,3,3,2,2,3,2,3,2,2,3,0,0,3,0,0,N,3
1633,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,2,2,2,3,3,3,2,2,2,3,3,0,0,2,0,0,L,3
1634,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,L,3
1635,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,2,2,2,2,3,2,3,2,2,3,3,0,0,3,0,0,L,3
1636,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,2,2,2,2,3,2,3,2,2,4,3,0,0,3,0,0,L,3
1646,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,L,3
1647,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,2,2,2,3,2,3,2,NA,2,3,3,3,2,3,2,0,L,3
1653,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,O,3
1654,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,O,3
1655,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,2,3,3,3,3,0,3,3,3,0,0,3,0,0,O,3
1656,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,2,3,2,3,3,0,2,3,3,0,0,3,0,0,O,3
1676,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,3,3,2,2,3,4,4,3,5,3,0,N,3
1677,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,0,N,3
1681,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,2,2,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
1682,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,2,2,2,2,2,2,0,3,3,4,0,0,4,0,0,F,2
1683,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,M,3
1684,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,3,3,3,2,2,0,3,3,3,0,0,3,0,0,B,1
1709,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,B,1
1710,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,2,3,3,3,2,2,0,2,3,3,0,0,4,0,0,G,2
1711,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,L,3
1712,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,3,3,3,3,3,0,2,3,3,0,0,4,0,0,E,2
1713,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,2,3,3,3,3,0,3,3,3,0,0,4,0,0,A,1
1714,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,2,3,3,3,3,0,3,3,3,0,0,4,0,0,G,2
1715,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,K,3
1716,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,2,2,3,3,2,2,0,3,3,3,0,0,4,0,0,K,3
1717,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,3,3,3,3,3,3,0,3,3,3,0,0,4,0,0,G,2
1718,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,3,3,3,3,2,3,0,3,3,3,0,0,4,0,0,B,1
1736,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,5,3,4,4,1,2,2,1,1,2,3,0,0,5,0,0,B,1
1737,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,4,4,2,2,2,3,3,2,2,3,3,0,0,4,0,0,G,2
1738,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,2,3,2,3,3,2,3,3,3,0,0,3,0,0,M,3
1739,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,2,2,2,3,3,2,3,4,3,0,0,3,0,0,J,2
1757,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,B,1
1824,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,2,2,2,4,2,3,2,2,2,3,0,0,4,0,0,B,1
1825,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,2,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
1826,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,2,2,1,2,2,2,2,3,2,0,0,3,0,0,B,1
1827,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
1838,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,3,3,3,3,3,3,2,2,2,3,3,4,4,3,3,0,B,1
1843,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,B,1
1865,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,0,B,1
1866,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,0,B,1
1873,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,2,2,3,3,3,3,2,2,3,3,0,0,4,0,0,B,1
1874,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,2,3,3,0,0,4,0,0,F,2
1875,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,2,3,3,2,2,3,3,0,0,3,0,0,M,3
1876,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,2,2,3,4,0,0,3,0,0,A,1
1900,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
1901,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
1903,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,N,3
1931,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,2,2,5,5,5,5,5,5,5,5,0,0,5,0,0,G,2
1932,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,5,2,2,3,4,2,2,2,2,5,3,0,0,3,0,0,G,2
1934,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1947,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,2,2,3,3,2,2,3,3,3,0,0,3,0,0,G,2
1948,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,2,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1949,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1950,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
1975,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,4,3,2,4,3,4,4,4,4,4,4,0,0,4,0,0,G,2
1976,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,4,2,3,4,4,3,3,3,2,4,4,0,0,4,0,0,H,2
1977,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,4,2,4,4,4,3,3,4,4,4,4,0,0,3,0,0,O,3
1978,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,4,2,3,4,4,4,4,4,4,4,4,0,0,4,0,0,M,3
1994,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,4,2,4,4,2,3,3,3,3,3,3,3,3,2,2,0,B,1
1996,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,4,2,3,3,3,2,2,2,2,5,5,5,5,3,4,3,B,1
1997,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,B,1
1998,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,B,1
1999,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,2,3,3,3,2,0,2,3,4,0,0,4,0,0,B,1
2000,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,3,3,3,3,2,0,2,4,4,0,0,4,0,0,G,2
2001,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,3,2,3,2,0,2,4,4,0,0,4,0,0,M,3
2002,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,3,2,3,2,0,2,4,4,0,0,4,0,0,I,2
2003,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,4,3,2,3,2,3,2,0,2,3,4,0,0,4,0,0,B,1
2028,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,2,3,2,4,4,0,2,3,4,0,0,3,0,0,B,1
2029,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,2,3,2,4,4,0,2,3,4,0,0,3,0,0,F,2
2030,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,3,2,2,4,3,0,2,3,4,0,0,3,0,0,E,2
2031,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,3,2,2,4,3,0,2,3,4,0,0,3,0,0,G,2
2032,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,2,2,2,3,3,0,3,3,4,0,0,4,0,0,M,3
2033,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,2,2,2,3,3,0,3,3,4,0,0,4,0,0,L,3
2034,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,2,2,2,3,3,0,2,3,3,0,0,4,0,0,L,3
2035,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,3,2,2,2,3,3,0,3,3,3,0,0,4,0,0,C,1
2060,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,3,3,3,3,0,3,4,4,0,0,4,0,0,B,1
2061,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,3,2,3,3,2,3,0,3,3,3,0,0,4,0,0,I,2
2062,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,4,4,3,2,2,4,4,0,4,2,2,0,0,3,0,0,O,3
2063,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,3,3,2,2,2,0,2,2,2,0,0,2,0,0,A,1
2064,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,3,2,2,3,3,3,0,4,3,3,0,0,3,0,0,G,2
2065,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,4,3,3,2,3,3,2,0,2,3,3,0,0,3,0,0,A,1
2066,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,4,2,3,3,3,2,0,3,3,3,0,0,2,0,0,H,2
2067,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,3,3,3,2,3,3,0,3,3,3,0,0,3,0,0,O,3
2068,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,2,3,3,3,4,4,0,3,4,4,0,0,3,0,0,C,1
2087,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,2,2,2,3,3,2,2,2,2,2,3,3,3,3,2,0,O,3
2088,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,2,3,O,3
2089,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,2,2,2,3,4,3,3,3,3,4,4,4,4,4,4,4,O,3
2094,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,2,3,3,3,3,3,2,2,2,0,0,5,0,0,B,1
2095,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,2,2,2,3,3,3,3,2,2,2,0,0,1,0,0,G,2
2096,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,4,3,3,3,3,4,4,4,4,4,3,0,0,3,0,0,D,2
2097,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,4,4,4,4,4,4,3,3,3,3,3,0,0,3,0,0,M,3
2111,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,4,4,3,4,4,3,3,3,3,3,3,3,3,1,3,0,B,1
2112,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,B,1
2120,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,2,3,2,3,3,3,2,3,3,0,0,3,0,0,B,1
2121,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,2,2,4,3,3,3,3,2,4,0,0,4,0,0,L,3
2122,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,4,4,4,4,4,3,4,0,0,4,0,0,G,2
2123,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,2,3,3,3,3,4,4,0,0,4,0,0,G,2
2124,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,2,2,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
2125,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,2,2,2,2,3,3,3,3,4,4,0,0,3,0,0,G,2
2126,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,2,2,2,4,3,3,3,3,4,4,0,0,3,0,0,G,2
2127,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,4,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
2128,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,0,0,M,3
2129,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,3,3,2,3,3,3,3,4,4,3,3,4,0,0,M,3
2130,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
2131,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,2,3,3,3,3,3,3,3,3,2,3,3,3,4,0,0,M,3
2141,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,G,2
2142,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,G,2
2143,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,G,2
